ad,ed,silwa,mateo,writein
37,15,0,0,0
37,16,0,0,0
37,17,1,0,0
37,18,4,2,1
37,19,2,1,0
37,20,2,2,0
37,21,5,4,0
37,22,3,1,0
37,23,11,3,1
37,24,2,6,0
37,25,0,0,0
37,26,0,0,0
37,27,4,1,0
37,28,14,4,0
37,29,4,3,0
37,30,13,4,0
37,31,9,1,1
37,32,16,4,0
37,33,10,1,3
37,34,3,1,0
37,35,0,1,0
37,36,6,1,0
37,37,3,0,0
37,38,3,1,0
37,39,8,6,1
37,40,0,0,0
37,41,2,0,0
37,42,6,3,0
37,43,9,5,0
37,44,20,1,0
37,45,20,10,1
37,46,13,2,1
37,47,8,9,0
37,48,14,2,0
37,49,17,4,1
37,50,6,5,1
37,51,0,0,0
37,52,8,1,2
37,53,0,0,0
37,54,3,1,0
37,55,0,0,0
37,56,3,1,0
37,57,1,1,0
37,58,3,2,0
37,59,5,1,0
37,60,0,0,0
37,61,7,4,0
37,62,14,3,0
37,63,9,1,0
37,64,8,2,0
37,65,4,2,1
37,66,0,0,0
37,67,9,2,0
37,68,4,2,0
37,69,0,0,0
37,70,0,0,0
37,71,0,0,0
37,72,0,0,0
37,73,0,0,0
37,74,0,0,0
37,75,7,1,1
37,76,0,0,1
37,77,7,3,1
37,78,7,1,2
37,79,4,3,2
37,80,1,3,0
37,81,1,0,0
37,82,9,3,0
37,83,13,5,1
37,84,13,0,1
37,85,17,3,1
37,86,2,3,0
37,87,1,1,0
37,88,0,0,0
38,1,0,0,0
38,2,0,0,0
38,3,0,0,0
38,4,4,2,0
38,5,3,3,0
38,6,5,1,0
38,7,2,0,0
38,8,6,4,0
38,9,7,2,1
38,10,13,4,1
38,11,0,0,0
38,12,10,4,0
38,13,3,6,0
38,14,16,3,0
38,15,8,2,0
38,16,9,4,2
38,17,20,8,1
38,18,30,11,2
38,19,19,7,1
38,20,2,0,0
38,21,4,0,2
38,22,28,11,1
38,23,6,2,0
38,24,1,2,0
38,25,1,0,1
38,26,5,0,0
38,27,5,1,1
38,28,25,0,3
38,29,3,1,1
38,30,4,0,0
38,31,3,2,0
38,32,7,2,0
38,33,5,2,1
38,34,0,0,0
38,35,0,0,0
38,36,0,1,0
38,37,2,1,1
38,38,0,5,0
38,39,8,1,0
38,40,3,0,0
38,41,7,3,1
38,42,9,3,0
38,43,4,1,0
38,44,4,0,0
38,45,1,1,3
38,46,3,2,0
38,47,7,6,0
38,48,14,4,2
38,49,7,4,0
38,50,7,6,0
38,51,7,4,0
38,52,10,4,0
38,53,3,0,0
38,54,11,4,1
38,55,9,5,0
38,56,8,9,0
38,57,10,9,2
38,58,10,3,0
38,59,12,1,0
38,60,0,0,0
38,61,0,0,0
38,62,2,2,1
38,63,7,1,0
38,64,2,0,0
38,65,8,2,1
38,66,11,1,1
38,67,12,3,0
38,68,0,5,0
38,69,0,4,1
38,70,1,0,1
38,71,12,7,0
39,1,3,1,0
39,2,1,1,0
39,3,4,1,0
39,4,1,0,0
39,5,3,4,1
39,6,5,0,1
39,7,8,2,1
39,8,2,11,0
39,9,2,0,0
39,10,3,0,0
39,11,4,3,1
39,12,3,0,0
39,13,3,3,0
39,14,4,1,0
39,15,0,1,0
39,16,1,1,1
39,17,3,0,0
39,18,4,4,0
39,19,3,3,0
39,20,0,0,0
39,21,1,0,0
39,22,2,0,0
39,23,0,1,0
39,24,3,1,2
39,25,2,0,1
39,26,0,1,0
39,27,0,1,0
39,28,0,0,1
39,29,7,2,0
39,30,8,3,0
39,31,6,5,0
39,32,4,3,0
39,33,3,1,0
39,34,7,5,0
39,35,8,4,0
39,36,0,1,0
39,37,5,3,0
39,38,2,0,0
39,39,0,0,0
39,40,2,0,0
39,41,5,0,1
39,42,2,0,0
39,43,6,2,0
39,44,3,2,0
39,45,6,2,0
39,46,5,3,0
39,47,10,5,0
39,48,10,2,1
39,49,3,2,0
39,50,2,0,0
39,51,6,3,0
39,52,4,2,1
39,53,1,1,0
39,54,0,0,1
39,55,5,2,0
39,56,11,1,1
40,1,43,12,0
40,2,19,12,0
40,3,1,4,1
40,4,30,10,0
40,5,32,15,2
40,6,44,21,0
40,7,32,9,1
40,8,3,3,0
40,9,25,10,3
40,10,0,0,0
40,11,3,1,0
40,12,1,1,1
40,13,28,12,0
40,14,12,4,0
40,15,9,7,1
40,16,12,2,1
40,17,5,7,0
40,18,5,2,0
40,19,6,1,0
40,20,1,3,0
40,21,3,2,0
40,22,8,1,1
40,23,2,2,0
40,24,1,2,0
40,25,1,1,0
40,26,6,7,1
40,27,6,1,0
40,28,2,0,0
40,29,4,2,0
40,30,12,6,1
40,31,2,4,0
40,32,3,2,1
40,33,1,2,1
40,34,1,1,1
40,35,1,5,0
40,36,5,2,0
40,37,7,5,0
40,38,1,3,2
40,39,7,5,0
40,40,6,3,1
40,41,8,1,2
40,42,6,2,0
40,43,5,3,1
40,44,7,3,0
40,45,4,0,1
40,46,2,3,1
40,47,11,5,1
40,48,14,2,0
40,49,6,3,0
40,50,3,2,0
40,51,8,3,0
40,52,9,1,1
40,53,11,4,0
40,54,0,0,0
40,55,0,0,0
40,56,8,0,0
40,57,13,4,0
40,58,1,0,0
40,59,3,4,0
40,60,7,3,0
41,1,10,0,0
41,2,13,3,0
41,3,10,8,1
41,4,15,3,0
41,5,8,1,1
41,6,8,4,1
41,7,15,4,0
41,8,6,5,1
41,9,17,3,0
41,10,8,6,0
41,11,5,2,0
41,12,10,1,0
41,13,0,0,0
41,14,0,1,0
41,15,9,0,0
41,16,11,5,1
41,17,28,2,2
41,18,15,3,1
41,19,0,0,0
41,20,6,4,0
41,21,11,6,1
41,22,9,1,0
41,23,0,0,0
41,24,0,0,0
41,25,1,3,0
41,26,0,1,0
41,27,1,1,0
41,28,8,1,0
41,29,0,0,0
41,30,1,0,0
41,31,0,0,0
41,32,1,0,0
41,33,0,1,0
41,34,0,0,0
41,35,20,4,0
41,36,13,4,1
41,37,0,0,0
41,38,1,0,0
41,39,1,2,0
41,40,0,0,1
41,41,1,0,0
41,42,5,5,0
41,43,0,1,0
41,44,3,3,0
41,45,0,1,0
41,46,19,7,0
41,47,1,0,0
41,48,0,0,0
41,49,1,1,0
41,50,4,3,2
41,51,0,0,0
41,52,2,1,0
41,53,3,0,0
41,54,1,0,0
41,55,0,1,0
41,56,17,5,1
41,57,10,1,0
41,58,13,4,2
41,59,15,4,1
41,60,6,3,2
41,61,7,0,1
41,62,10,1,2
41,63,13,7,0
41,64,20,9,0
41,65,3,1,0
41,66,0,1,1
41,67,2,0,0
41,68,1,0,0
41,69,1,2,1
41,70,22,3,2
41,71,15,3,0
41,72,16,5,0
41,73,13,4,0
41,74,32,3,0
41,75,4,3,0
41,76,15,1,1
41,77,18,1,0
41,78,9,6,2
41,79,8,4,1
41,80,2,0,0
41,81,8,3,0
41,82,20,3,2
41,83,8,3,1
41,84,16,4,2
41,85,9,4,0
41,86,26,5,0
41,87,9,1,0
41,88,30,3,0
41,89,7,1,0
41,90,6,0,1
41,91,6,0,0
41,92,6,1,0
41,93,0,0,0
41,94,9,3,1
41,95,16,5,1
41,96,0,0,0
41,97,0,0,0
41,98,0,0,0
41,99,0,0,0
42,1,1,1,0
42,2,0,0,0
42,3,0,0,0
42,4,2,0,0
42,5,1,0,0
42,6,0,0,0
42,7,0,0,0
42,8,0,1,0
42,9,2,0,0
42,10,0,3,1
42,11,3,1,0
42,12,0,0,0
42,13,0,1,1
42,14,0,0,0
42,15,1,0,0
42,16,1,2,0
42,17,0,0,0
42,18,0,0,0
42,19,1,0,0
42,20,0,1,0
42,21,2,0,0
42,22,0,0,0
42,23,1,0,0
42,24,2,0,0
42,25,1,0,0
42,26,1,0,0
42,27,0,4,0
42,28,0,1,0
42,29,0,0,0
42,30,1,0,0
42,31,0,0,0
42,32,0,0,0
42,33,0,0,0
42,34,0,1,0
42,35,3,1,1
42,36,6,1,1
42,37,2,0,0
42,38,11,2,1
42,39,0,0,0
42,40,1,0,0
42,41,0,0,0
42,42,0,0,0
42,43,0,0,0
42,44,0,0,0
42,45,0,0,0
42,46,1,1,0
42,47,1,0,0
42,48,0,0,0
42,49,1,3,0
42,50,0,0,0
42,51,3,0,0
42,52,2,0,0
42,53,1,2,0
42,54,2,1,0
42,55,0,0,0
42,56,0,0,0
42,57,0,0,0
42,58,1,0,0
42,59,1,0,1
42,60,3,1,0
42,61,4,0,1
42,62,7,0,1
42,63,5,2,3
42,64,5,2,1
42,65,5,2,1
42,66,11,1,1
42,67,4,0,1
42,68,1,1,0
42,69,2,1,0
42,70,1,0,0
42,71,0,1,0
42,72,2,0,0
42,73,1,0,0
42,74,0,0,0
42,75,4,1,0
42,76,0,1,0
42,77,1,0,0
42,78,1,0,0
42,79,0,0,0
42,80,1,0,0
42,81,0,0,0
42,82,0,0,1
43,1,0,0,0
43,2,1,0,0
43,3,0,0,0
43,4,0,0,0
43,5,0,1,0
43,6,0,0,0
43,7,1,0,0
43,8,1,3,0
43,9,0,0,0
43,10,0,0,0
43,11,2,1,1
43,12,1,0,0
43,13,6,1,1
43,14,1,0,0
43,15,1,1,0
43,16,0,0,0
43,17,1,0,0
43,18,0,0,0
43,19,0,0,0
43,20,1,0,0
43,21,1,0,0
43,22,0,1,0
43,23,1,1,0
43,24,0,0,0
43,25,0,0,0
43,26,0,1,1
43,27,1,0,0
43,28,0,1,0
43,29,0,1,0
43,30,1,1,1
43,31,0,0,0
43,32,0,0,0
43,33,0,0,0
43,34,0,1,0
43,35,0,0,0
43,36,0,2,0
43,37,1,1,0
43,38,1,2,0
43,39,2,0,0
43,40,4,0,0
43,41,0,0,0
43,42,1,0,0
43,43,5,0,0
43,44,0,0,0
43,45,0,0,1
43,46,0,0,0
43,47,0,0,1
43,48,0,0,0
43,49,3,0,0
43,50,0,0,1
43,51,2,0,0
43,52,0,0,0
43,53,2,0,1
43,54,1,0,0
43,55,0,0,0
43,56,6,1,0
43,57,6,0,0
43,58,4,2,0
43,59,5,0,3
43,60,4,0,1
43,61,0,1,0
43,62,9,2,3
43,63,5,1,2
43,64,2,0,2
43,65,1,0,0
43,66,1,0,0
43,67,1,0,0
43,68,2,0,0
43,69,1,0,0
43,70,0,0,0
43,71,0,0,1
43,72,0,0,0
43,73,0,0,0
43,74,0,1,0
43,75,0,1,0
43,76,4,0,0
43,77,4,0,0
43,78,1,2,0
43,79,0,0,0
43,80,0,0,0
43,81,1,0,0
43,82,0,0,0
43,83,1,0,0
43,84,8,0,2
43,85,8,1,2
43,86,0,0,0
43,87,0,0,0
44,1,14,1,5
44,2,8,3,4
44,3,17,1,2
44,4,14,1,1
44,5,5,1,1
44,6,4,2,0
44,7,5,2,0
44,8,0,1,0
44,9,4,0,1
44,10,3,1,0
44,11,2,2,0
44,12,0,1,0
44,13,4,3,0
44,14,2,4,0
44,15,5,3,0
44,16,3,2,2
44,17,3,2,0
44,18,8,1,0
44,19,5,0,0
44,20,2,2,0
44,21,2,1,2
44,22,3,0,0
44,23,3,1,0
44,24,9,2,0
44,25,20,4,0
44,26,30,2,1
44,27,11,8,0
44,28,6,1,0
44,29,12,3,0
44,30,3,0,1
44,31,4,1,0
44,32,1,0,0
44,33,1,3,0
44,34,3,3,0
44,35,1,4,0
44,36,3,1,0
44,37,3,1,0
44,38,0,0,0
44,39,4,0,0
44,40,2,0,0
44,41,5,3,0
44,42,1,1,0
44,43,5,8,0
44,44,5,0,0
44,45,2,1,0
44,46,1,0,0
44,47,0,0,0
44,48,1,1,0
44,49,1,0,0
44,50,0,2,0
44,51,10,0,1
44,52,9,3,2
44,53,8,4,2
44,54,7,1,0
44,55,5,0,0
44,56,7,1,1
44,57,7,3,2
44,58,5,4,0
44,59,18,4,0
44,60,3,1,1
44,61,4,0,1
44,62,3,2,1
44,63,0,1,1
44,64,0,0,0
44,65,3,3,0
44,66,3,3,1
44,67,14,5,1
44,68,2,1,0
44,69,5,1,1
44,70,3,2,2
44,71,1,1,2
44,72,1,2,0
44,73,5,1,0
44,74,0,2,0
44,75,1,3,1
44,76,2,1,2
44,77,4,0,0
44,78,3,1,1
44,79,2,2,2
44,80,3,0,0
44,81,8,2,1
44,82,3,0,0
44,83,5,1,0
44,84,2,2,0
44,85,5,3,2
44,86,4,3,1
44,87,12,2,0
44,88,4,2,0
44,89,4,1,0
44,90,1,1,0
44,91,0,0,0
44,92,0,0,0
44,93,0,0,0
45,1,17,0,1
45,2,16,0,1
45,3,16,0,2
45,4,11,6,0
45,5,17,2,1
45,6,12,1,0
45,7,1,0,0
45,8,7,1,0
45,9,18,6,2
45,10,8,2,0
45,11,17,5,0
45,12,8,3,0
45,13,17,3,1
45,14,12,4,1
45,15,3,0,2
45,16,14,3,2
45,17,15,6,2
45,18,0,0,0
45,19,17,7,0
45,20,10,3,3
45,21,9,0,1
45,22,13,2,0
45,23,9,2,2
45,24,10,5,1
45,25,3,1,0
45,26,6,1,0
45,27,11,2,1
45,28,3,1,0
45,29,8,0,3
45,30,9,1,1
45,31,19,4,0
45,32,15,5,1
45,33,17,2,0
45,34,10,6,0
45,35,17,3,2
45,36,10,2,0
45,37,5,3,0
45,38,9,1,1
45,39,0,0,0
45,40,18,4,0
45,41,0,1,0
45,42,12,4,0
45,43,1,0,4
45,44,13,1,0
45,45,2,1,0
45,46,1,0,0
45,47,3,3,0
45,48,15,2,1
45,49,4,0,0
45,50,19,3,0
45,51,8,1,0
45,52,6,0,0
45,53,18,2,1
45,54,13,2,2
45,55,0,0,0
45,56,8,2,1
45,57,10,2,0
45,58,16,5,0
45,59,14,3,1
45,60,7,4,0
45,61,3,0,0
45,62,9,2,0
45,63,3,2,0
45,64,11,10,0
45,65,6,3,0
45,66,22,1,0
45,67,27,7,0
45,68,18,5,0
45,69,14,7,1
45,70,21,13,0
45,71,11,0,0
45,72,10,2,0
45,73,13,2,0
45,74,50,8,0
45,75,41,13,1
45,76,11,1,2
45,77,11,1,0
45,78,17,2,2
45,79,0,0,0
45,80,0,0,0
46,1,19,3,1
46,2,24,4,0
46,3,13,2,1
46,4,5,1,0
46,5,2,1,0
46,6,1,0,1
46,7,1,0,0
46,8,3,1,0
46,9,1,7,0
46,10,3,0,2
46,11,13,0,0
46,12,4,1,0
46,13,2,1,0
46,14,4,1,0
46,15,5,0,0
46,16,2,1,0
46,17,37,4,0
46,18,24,3,0
46,19,45,2,0
46,20,9,4,0
46,21,67,9,0
46,22,34,7,1
46,23,43,6,1
46,24,45,12,1
46,25,49,3,2
46,26,28,4,2
46,27,40,4,0
46,28,30,4,1
46,29,47,7,0
46,30,61,8,0
46,31,18,10,2
46,32,8,2,0
46,33,5,1,0
46,34,8,3,3
46,35,10,2,1
46,36,35,7,0
46,37,0,0,0
46,38,0,0,0
46,39,0,0,0
46,40,7,4,1
46,41,34,11,2
46,42,29,10,5
46,43,7,3,1
46,44,19,4,0
46,45,20,3,0
46,46,27,1,0
46,47,44,8,1
46,48,6,1,0
46,49,23,7,1
46,50,33,6,0
46,51,64,19,0
46,52,36,4,0
46,53,15,7,1
46,54,30,2,3
46,55,13,2,2
46,56,16,4,1
46,57,9,4,0
46,58,27,12,0
46,59,16,3,0
46,60,38,9,1
46,61,17,3,0
46,62,19,12,1
46,63,17,8,1
46,64,39,4,1
46,65,23,6,1
46,66,31,9,0
46,67,33,10,0
46,68,3,2,0
46,69,33,9,2
46,70,28,19,1
46,71,28,5,0
46,72,24,8,1
46,73,11,0,0
46,74,3,0,1
46,75,32,2,4
46,76,26,5,1
46,77,12,3,1
46,78,36,5,0
46,79,57,16,3
46,80,4,2,0
46,81,25,1,0
46,82,0,0,0
46,83,0,0,0
46,84,0,0,0
47,1,16,4,3
47,2,10,3,1
47,3,6,0,1
47,4,0,0,0
47,5,26,11,1
47,6,17,6,1
47,7,12,6,0
47,8,23,6,2
47,9,19,8,0
47,10,3,1,0
47,11,6,1,0
47,12,8,0,0
47,13,9,7,0
47,14,29,2,1
47,15,4,1,0
47,16,9,4,1
47,17,9,3,0
47,18,12,3,1
47,19,3,0,1
47,20,7,3,0
47,21,10,4,2
47,22,5,1,0
47,23,14,3,0
47,24,7,0,0
47,25,8,0,0
47,26,13,3,2
47,27,7,4,0
47,28,5,0,0
47,29,9,3,0
47,30,5,3,1
47,31,8,4,2
47,32,4,1,1
47,33,0,0,0
47,34,0,2,0
47,35,0,0,0
47,36,5,4,0
47,37,7,1,1
47,38,4,1,0
47,39,6,0,0
47,40,8,4,0
47,41,12,0,1
47,42,4,4,0
47,43,13,6,2
47,44,8,4,0
47,45,5,1,1
47,46,8,3,1
47,47,10,2,2
47,48,25,4,1
47,49,23,5,3
47,50,3,3,1
47,51,13,0,0
47,52,6,2,1
47,53,0,0,1
47,54,1,0,0
47,55,13,3,3
47,56,19,1,2
47,57,44,2,0
47,58,25,5,0
47,59,27,4,0
47,60,3,1,0
47,61,9,5,0
47,62,5,2,1
47,63,8,4,0
47,64,8,6,1
47,65,12,1,1
47,66,5,1,0
47,67,7,7,0
47,68,9,0,0
47,69,10,2,0
47,70,4,3,0
47,71,18,4,1
47,72,8,3,1
47,73,0,0,0
47,74,0,0,0
48,1,2,0,0
48,2,4,2,1
48,3,16,3,0
48,4,21,8,3
48,5,12,2,4
48,6,15,4,0
48,7,13,2,1
48,8,7,2,0
48,9,26,8,6
48,10,17,6,9
48,11,7,2,0
48,12,19,3,3
48,13,16,4,4
48,14,14,1,2
48,15,17,6,1
48,16,18,6,3
48,17,7,2,1
48,18,22,10,6
48,19,13,3,5
48,20,3,2,0
48,21,17,6,8
48,22,24,5,2
48,23,10,9,1
48,24,14,2,4
48,25,20,4,1
48,26,25,7,2
48,27,9,6,2
48,28,20,3,3
48,29,15,4,0
48,30,7,2,2
48,31,5,1,0
48,32,19,7,4
48,33,13,1,1
48,34,9,3,1
48,35,0,1,0
48,36,5,2,0
48,37,12,3,0
48,38,9,4,2
48,39,8,2,0
48,40,13,6,1
48,41,5,0,1
48,42,9,3,1
48,43,7,2,0
48,44,2,1,0
48,45,11,3,0
48,46,1,4,0
48,47,22,3,1
48,48,12,0,1
48,49,2,2,0
48,50,8,6,0
48,51,5,3,0
48,52,8,3,0
48,53,0,0,0
48,54,9,4,1
48,55,11,5,2
48,56,13,3,1
48,57,5,2,0
48,58,5,1,1
48,59,15,2,1
48,60,12,1,2
48,61,1,2,1
48,62,9,0,0
48,63,11,1,0
48,64,4,2,0
48,65,1,0,1
48,66,2,4,0
48,67,7,0,2
48,68,0,0,0
48,69,0,0,0
48,70,14,4,3
48,71,11,3,1
48,72,7,10,7
49,1,7,0,1
49,2,0,0,0
49,3,2,1,0
49,4,6,1,0
49,5,4,0,1
49,6,14,3,0
49,7,1,1,0
49,8,10,2,2
49,9,5,5,0
49,10,1,0,0
49,11,0,0,0
49,12,1,1,0
49,13,4,1,0
49,14,0,0,0
49,15,0,0,0
49,16,10,3,0
49,17,6,3,1
49,18,4,0,1
49,19,7,1,2
49,20,2,0,2
49,21,12,4,3
49,22,22,4,0
49,23,4,1,0
49,24,7,3,0
49,25,13,2,0
49,26,4,3,2
49,27,6,2,0
49,28,8,2,0
49,29,2,0,0
49,30,8,1,1
49,31,7,0,1
49,32,3,0,0
49,33,4,0,0
49,34,1,0,1
49,35,14,1,0
49,36,8,0,0
49,37,8,3,1
49,38,9,1,0
49,39,10,2,0
49,40,4,7,0
49,41,13,2,0
49,42,7,2,0
49,43,6,1,1
49,44,8,2,0
49,45,9,0,0
49,46,7,1,0
49,47,13,6,2
49,48,17,7,1
49,49,22,5,2
49,50,9,6,0
49,51,22,10,0
49,52,12,7,4
49,53,26,9,1
49,54,21,5,1
49,55,6,2,0
49,56,0,0,0
49,57,6,0,0
49,58,14,8,1
49,59,15,1,0
49,60,0,0,0
49,61,7,3,0
49,62,2,0,0
49,63,22,12,2
49,64,5,0,1
49,65,10,7,2
49,66,8,2,0
49,67,0,0,0
49,68,4,0,0
49,69,8,1,0
49,70,11,5,0
49,71,0,0,0
50,1,2,3,4
50,2,5,1,1
50,3,7,3,0
50,4,3,1,0
50,5,6,2,0
50,6,2,2,2
50,7,1,0,0
50,8,6,2,0
50,9,6,1,0
50,10,8,1,0
50,11,1,1,0
50,12,2,1,0
50,13,0,0,0
50,14,1,2,1
50,15,1,4,0
50,16,2,2,0
50,17,0,0,0
50,18,6,4,0
50,19,1,2,0
50,20,3,1,0
50,21,3,1,2
50,22,4,2,1
50,23,0,0,0
50,24,0,0,0
50,25,0,0,0
50,26,4,2,2
50,27,8,2,0
50,28,11,0,1
50,29,1,0,0
50,30,14,3,0
50,31,4,0,0
50,32,7,0,0
50,33,6,1,0
50,34,6,0,1
50,35,9,3,1
50,36,0,4,1
50,37,6,1,0
50,38,0,3,1
50,39,3,1,0
50,40,5,0,1
50,41,6,0,1
50,42,7,0,1
50,43,3,0,0
50,44,4,0,0
50,45,1,0,0
50,46,1,2,0
50,47,0,0,0
50,48,6,3,1
50,49,0,0,0
50,50,0,0,1
50,51,1,2,0
50,52,0,1,0
50,53,0,0,0
50,54,1,1,0
50,55,1,1,0
50,56,0,0,0
50,57,1,1,0
50,58,0,1,0
50,59,3,0,3
50,60,1,0,1
50,61,1,3,0
50,62,0,0,0
50,63,5,0,0
50,64,2,1,0
50,65,3,0,0
50,66,2,0,1
50,67,3,2,0
50,68,1,0,0
50,69,2,1,0
50,70,1,0,2
50,71,1,0,0
50,72,2,1,0
50,73,5,1,3
50,74,4,0,0
50,75,5,0,0
50,76,0,0,1
50,77,7,0,0
50,78,0,0,0
50,79,2,0,0
50,80,4,0,2
50,81,0,1,0
50,82,2,2,2
50,83,2,0,0
50,84,0,0,0
50,85,0,0,0
50,86,0,0,0
50,87,1,1,0
50,88,0,0,0
50,89,0,0,0
50,90,0,0,0
50,91,0,1,0
50,92,0,2,0
50,93,0,0,0
50,94,0,0,0
50,95,4,1,0
50,96,1,0,0
50,97,4,3,0
50,98,2,0,0
50,99,3,0,0
50,100,4,2,0
50,101,1,1,0
50,102,5,0,1
50,103,0,0,0
50,104,0,0,0
50,105,0,0,0
50,106,0,0,0
50,107,0,0,0
51,1,1,6,0
51,2,3,3,0
51,3,6,3,0
51,4,1,2,0
51,5,1,2,0
51,6,6,1,0
51,7,4,1,1
51,8,1,0,0
51,9,2,0,0
51,10,0,0,1
51,11,8,3,0
51,12,2,2,0
51,13,0,1,0
51,14,7,5,1
51,15,9,3,1
51,16,8,2,0
51,17,3,1,0
51,18,0,0,0
51,19,1,0,1
51,20,3,3,0
51,21,0,0,0
51,22,0,2,0
51,23,2,2,0
51,24,43,2,0
51,25,0,0,0
51,26,31,4,0
51,27,0,0,0
51,28,3,1,0
51,29,4,4,0
51,30,5,0,1
51,31,4,0,1
51,32,1,2,0
51,33,4,0,0
51,34,2,1,0
51,35,4,0,0
51,36,0,0,0
51,37,1,0,0
51,38,1,2,0
51,39,2,1,0
51,40,4,3,0
51,41,3,2,0
51,42,3,1,0
51,43,0,1,0
51,44,0,0,0
51,45,0,0,0
51,46,0,0,0
51,47,8,1,1
51,48,0,0,0
51,49,0,0,0
51,50,3,0,0
51,51,3,0,0
51,52,3,0,0
51,53,5,1,0
51,54,0,0,0
51,55,0,0,0
51,56,0,0,0
51,57,0,0,0
51,58,0,3,0
51,59,0,0,0
51,60,6,4,0
51,61,4,1,0
51,62,6,0,1
51,63,9,4,0
51,64,4,0,0
51,65,4,1,0
51,66,3,3,0
51,67,0,3,0
51,68,0,0,0
51,69,4,0,0
51,70,1,0,0
51,71,0,0,0
