ad,ed,silwa,mateo,writein
75,22,2,1,1
75,23,1,1,0
75,24,1,1,0
75,25,4,0,2
75,26,4,1,0
75,27,3,2,1
75,28,5,1,0
75,29,2,0,0
75,30,1,1,2
75,31,3,2,1
75,32,4,3,0
75,33,6,0,0
75,34,2,1,0
75,35,1,1,0
75,36,1,0,0
75,37,6,6,1
75,38,6,4,0
75,39,3,5,0
75,40,1,0,0
75,41,1,3,0
75,42,1,1,1
75,43,10,3,1
75,44,1,0,0
75,45,4,1,2
75,46,1,0,0
75,47,2,0,1
75,48,0,0,0
75,49,5,2,1
75,50,7,1,0
75,51,3,0,1
75,52,10,2,0
75,53,3,1,2
75,54,11,0,0
75,55,3,4,0
75,56,6,5,1
75,57,2,2,0
75,58,5,2,0
75,59,6,3,0
75,60,0,0,0
75,61,0,0,0
75,62,2,2,0
75,63,3,0,1
75,64,0,3,0
75,65,0,0,0
75,66,4,1,0
75,67,1,2,1
75,68,3,1,1
75,69,0,1,0
75,70,3,2,0
75,71,9,1,1
75,72,6,4,0
75,73,3,0,0
75,74,5,1,0
75,75,4,4,1
75,76,7,3,1
75,77,4,2,0
75,78,1,1,1
75,79,0,2,0
75,80,4,3,0
75,81,0,2,1
75,82,2,0,0
75,83,2,3,0
75,84,2,3,0
75,85,2,1,1
75,86,2,2,1
75,87,6,0,0
75,88,11,6,5
75,89,7,3,0
75,90,5,3,2
75,91,7,7,3
75,92,21,1,2
75,93,0,0,0
75,94,2,2,1
75,95,6,1,0
75,96,6,1,1
75,97,4,7,1
75,98,4,5,0
75,99,2,0,1
75,100,6,3,0
75,101,0,0,0
75,102,0,0,0
75,103,0,0,0
75,104,0,0,0
75,105,0,0,0
75,106,0,0,0
75,107,3,3,0
75,108,5,2,0
75,109,5,0,1
75,110,2,0,0
75,111,1,2,1
75,112,7,3,2
75,113,4,0,0
75,114,17,5,0
75,115,2,1,0
76,1,3,3,1
76,2,5,3,2
76,3,4,1,0
76,4,8,2,0
76,5,8,4,0
76,6,17,5,0
76,7,12,1,0
76,8,5,3,1
76,9,9,1,0
76,10,9,4,1
76,11,3,1,0
76,12,5,1,0
76,13,7,3,0
76,14,9,4,1
76,15,2,0,1
76,16,16,7,1
76,17,8,2,1
76,18,4,2,2
76,19,8,5,0
76,20,8,1,2
76,21,15,1,2
76,22,14,7,2
76,23,5,3,2
76,24,9,2,1
76,25,10,0,1
76,26,9,4,0
76,27,6,1,0
76,28,12,2,0
76,29,7,1,0
76,30,10,7,2
76,31,6,2,0
76,32,5,4,0
76,33,9,2,0
76,34,8,5,2
76,35,8,1,2
76,36,6,1,1
76,37,8,2,2
76,38,11,5,1
76,39,11,2,2
76,40,10,4,0
76,41,11,3,2
76,42,4,3,0
76,43,10,1,0
76,44,12,0,1
76,45,3,3,1
76,46,8,2,0
76,47,8,4,2
76,48,11,6,1
76,49,8,4,1
76,50,10,5,1
76,51,10,1,0
76,52,11,4,0
76,53,3,0,0
76,54,7,4,0
76,55,8,6,1
76,56,3,3,1
76,57,8,2,0
76,58,8,7,1
76,59,8,3,0
76,60,7,1,0
76,61,7,3,0
76,62,9,6,3
76,63,8,5,0
76,64,5,2,0
76,65,16,2,0
76,66,3,1,0
76,67,8,1,1
76,68,5,4,1
76,69,12,1,0
76,70,4,0,0
76,71,11,1,0
76,72,7,5,0
76,73,1,0,3
76,74,12,5,1
76,75,14,5,0
76,76,10,1,1
76,77,4,2,0
76,78,7,3,0
76,79,7,2,0
76,80,13,4,1
76,81,2,1,1
76,82,4,1,0
76,83,5,1,0
76,84,4,2,1
76,85,1,2,1
76,86,9,1,1
76,87,0,1,0
76,88,13,3,0
76,89,8,1,1
76,90,0,0,0
76,91,0,0,0
76,92,0,0,0
76,93,0,0,0
76,94,0,0,0
76,95,0,0,0
76,96,0,0,0
76,97,0,0,0
76,98,0,0,0
76,99,10,3,0
76,100,3,4,1
76,101,4,1,0
76,102,12,2,2
76,103,3,1,1
77,1,0,2,0
77,2,0,0,0
77,3,0,3,0
77,4,0,1,0
77,5,2,2,1
77,6,1,1,0
77,7,0,1,0
77,8,0,0,1
77,9,1,1,0
77,10,0,0,1
77,11,0,0,0
77,12,0,0,0
77,13,0,0,1
77,14,1,2,0
77,15,0,1,0
77,16,0,1,0
77,17,1,0,0
77,18,0,0,0
77,19,1,0,0
77,20,0,0,0
77,21,0,0,0
77,22,0,0,0
77,23,0,0,1
77,24,1,0,0
77,25,0,2,0
77,26,0,1,0
77,27,0,0,0
77,28,1,2,0
77,29,0,1,0
77,30,0,0,0
77,31,0,0,0
77,32,2,1,0
77,33,0,1,0
77,34,2,0,0
77,35,1,0,0
77,36,2,2,1
77,37,0,0,0
77,38,2,0,0
77,39,2,2,0
77,40,0,1,0
77,41,0,0,0
77,42,0,1,0
77,43,1,2,0
77,44,0,0,0
77,45,1,1,0
77,46,1,0,0
77,47,0,3,0
77,48,1,2,0
77,49,3,0,0
77,50,2,1,0
77,51,0,0,0
77,52,0,0,0
77,53,1,1,0
77,54,1,0,0
77,55,0,0,0
77,56,0,0,0
77,57,0,0,1
77,58,0,0,1
77,59,0,1,0
77,60,2,1,0
77,61,1,0,0
77,62,1,1,0
77,63,0,1,1
77,64,0,0,0
77,65,0,2,0
77,66,0,0,0
77,67,0,0,0
77,68,2,1,0
77,69,0,0,0
77,70,0,0,0
77,71,2,1,0
77,72,1,0,0
77,73,0,0,0
77,74,1,0,0
77,75,0,0,0
77,76,0,0,0
77,77,0,0,0
77,78,0,0,0
77,79,0,0,0
77,80,0,1,0
77,81,1,1,0
77,82,0,1,0
78,1,0,0,0
78,2,0,0,0
78,3,2,2,0
78,4,0,0,0
78,5,2,0,0
78,6,4,2,0
78,7,1,1,0
78,8,9,0,0
78,9,0,0,0
78,10,0,2,0
78,11,0,0,0
78,12,1,0,0
78,13,1,0,0
78,14,0,1,0
78,15,2,0,0
78,16,3,1,1
78,17,1,0,0
78,18,0,3,0
78,19,1,2,0
78,20,0,0,0
78,21,0,0,1
78,22,0,0,0
78,23,0,0,0
78,24,0,0,0
78,25,1,0,0
78,26,0,2,0
78,27,0,1,0
78,28,0,2,0
78,29,0,1,0
78,30,1,0,0
78,31,1,1,0
78,32,3,0,0
78,33,5,3,0
78,34,2,1,0
78,35,0,0,0
78,36,1,1,0
78,37,0,0,0
78,38,7,1,0
78,39,1,0,0
78,40,4,3,0
78,41,4,2,0
78,42,0,0,0
78,43,0,0,1
78,44,1,1,0
78,45,0,0,0
78,46,0,0,0
78,47,0,1,0
78,48,6,2,0
78,49,1,3,0
78,50,1,1,0
78,51,1,1,0
78,52,2,0,0
78,53,1,1,0
78,54,1,2,0
78,55,0,0,0
78,56,0,0,0
78,57,0,0,0
78,58,0,0,0
78,59,1,0,0
78,60,2,0,1
78,61,3,1,0
78,62,1,1,1
78,63,1,0,0
78,64,1,0,0
78,65,0,0,0
78,66,3,0,0
78,67,2,4,0
78,68,0,0,0
78,69,0,0,1
78,70,3,0,0
78,71,1,0,1
78,72,0,0,0
78,73,0,1,0
79,1,3,0,0
79,2,3,1,0
79,3,0,0,1
79,4,0,0,0
79,5,2,0,0
79,6,2,1,1
79,7,0,1,0
79,8,0,0,0
79,9,0,2,0
79,10,0,0,0
79,11,0,0,0
79,12,0,0,0
79,13,0,0,1
79,14,0,0,0
79,15,0,0,0
79,16,0,0,0
79,17,0,0,0
79,18,0,0,0
79,19,1,2,0
79,20,0,1,0
79,21,0,0,0
79,22,0,0,0
79,23,1,0,0
79,24,2,1,0
79,25,0,1,0
79,26,0,3,0
79,27,2,0,0
79,28,1,0,0
79,29,0,0,0
79,30,0,0,0
79,31,0,0,0
79,32,0,0,0
79,33,0,0,0
79,34,1,0,2
79,35,1,1,2
79,36,1,0,0
79,37,0,0,0
79,38,0,1,1
79,39,2,2,0
79,40,0,0,0
79,41,0,0,0
79,42,1,0,0
79,43,1,2,0
79,44,0,2,0
79,45,0,0,0
79,46,0,0,0
79,47,0,0,0
79,48,0,0,0
79,49,0,0,0
79,50,0,0,0
79,51,2,0,0
79,52,0,0,0
79,53,0,0,0
79,54,0,0,1
79,55,1,0,0
79,56,0,1,0
79,57,1,1,0
79,58,0,0,0
79,59,1,1,0
79,60,0,0,0
79,61,1,1,0
79,62,1,1,0
79,63,0,0,0
79,64,0,0,0
79,65,1,0,0
79,66,0,1,0
79,67,1,0,0
79,68,1,1,0
79,69,1,0,1
79,70,0,2,0
79,71,0,0,0
79,72,1,0,0
79,73,2,0,0
79,74,0,1,0
79,75,0,0,0
79,76,1,1,0
79,77,0,0,0
79,78,0,0,0
79,79,0,1,0
79,80,0,0,0
79,81,0,0,0
79,82,1,1,0
79,83,1,0,0
79,84,0,0,1
79,85,0,0,0
79,86,0,0,0
79,87,0,0,0
79,88,0,1,0
79,89,0,0,1
79,90,1,2,0
80,1,4,0,0
80,2,0,0,0
80,3,21,20,3
80,4,4,2,0
80,5,3,0,0
80,6,9,3,0
80,7,5,4,1
80,8,0,2,0
80,9,1,4,0
80,10,2,5,0
80,11,0,1,1
80,12,0,0,0
80,13,4,1,0
80,14,0,1,0
80,15,0,0,0
80,16,1,4,0
80,17,0,2,0
80,18,8,1,0
80,19,8,3,1
80,20,6,3,0
80,21,1,0,1
80,22,6,0,0
80,23,3,1,0
80,24,3,3,0
80,25,3,3,1
80,26,1,1,1
80,27,5,0,0
80,28,8,4,0
80,29,4,2,0
80,30,8,4,0
80,31,13,5,1
80,32,5,11,1
80,33,1,4,0
80,34,7,4,0
80,35,4,6,0
80,36,5,4,0
80,37,3,2,0
80,38,1,1,0
80,39,8,3,0
80,40,0,0,0
80,41,2,0,0
80,42,0,2,1
80,43,3,0,0
80,44,3,0,0
80,45,2,0,0
80,46,0,0,0
80,47,0,0,0
80,48,0,0,0
80,49,0,0,0
80,50,2,0,0
80,51,0,1,0
80,52,1,1,0
80,53,1,0,0
80,54,0,2,0
80,55,2,0,0
80,56,0,2,0
80,57,0,0,0
80,58,2,3,1
80,59,1,0,0
80,60,0,2,0
80,61,0,1,0
80,62,0,1,0
80,63,0,1,1
80,64,0,0,0
80,65,0,2,0
80,66,4,4,0
80,67,4,1,0
80,68,3,7,0
80,69,2,1,0
80,70,5,3,0
80,71,2,1,0
80,72,2,0,0
80,73,1,0,0
80,74,1,0,0
80,75,0,0,0
80,76,5,0,1
80,77,3,2,0
80,78,1,3,0
80,79,1,0,0
80,80,2,2,0
80,81,1,1,0
80,82,0,1,0
80,83,3,3,0
80,84,1,2,0
80,85,2,0,0
80,86,2,1,0
80,87,1,0,0
80,88,0,0,0
80,89,0,0,0
80,90,0,0,0
80,91,0,0,0
80,92,0,0,0
80,93,1,2,1
80,94,1,3,0
80,95,4,0,1
81,1,2,1,0
81,2,3,0,1
81,3,3,1,0
81,4,1,2,0
81,5,3,2,0
81,6,1,2,0
81,7,0,0,0
81,8,1,3,0
81,9,0,1,0
81,10,1,0,0
81,11,0,1,0
81,12,3,0,1
81,13,0,0,0
81,14,0,2,0
81,15,6,1,0
81,16,0,0,0
81,17,0,2,0
81,18,1,0,0
81,19,2,0,0
81,20,3,0,0
81,21,0,0,0
81,22,0,0,1
81,23,3,0,0
81,24,0,1,0
81,25,4,3,1
81,26,4,0,0
81,27,7,5,0
81,28,14,6,1
81,29,9,8,0
81,30,16,5,5
81,31,8,4,0
81,32,6,7,0
81,33,6,3,0
81,34,0,4,0
81,35,6,3,0
81,36,0,2,0
81,37,7,2,0
81,38,1,2,0
81,39,3,0,0
81,40,2,0,0
81,41,4,3,0
81,42,0,0,0
81,43,3,4,0
81,44,1,1,1
81,45,2,1,0
81,46,0,0,0
81,47,2,1,0
81,48,0,0,0
81,49,2,3,0
81,50,2,1,0
81,51,4,3,0
81,52,0,1,0
81,53,1,0,0
81,54,4,0,1
81,55,8,4,0
81,56,6,7,0
81,57,14,2,0
81,58,17,0,0
81,59,0,0,0
81,60,6,3,1
81,61,3,1,0
81,62,0,1,0
81,63,8,2,1
81,64,10,7,2
81,65,5,4,1
81,66,9,2,0
81,67,4,0,1
81,68,5,0,0
81,69,6,2,0
81,70,2,1,0
81,71,2,1,1
81,72,3,1,0
81,73,4,3,0
81,74,7,0,0
81,75,1,3,0
81,76,6,1,0
81,77,3,0,1
81,78,7,6,0
81,79,16,2,0
81,80,5,2,1
81,81,2,1,0
81,82,3,3,1
81,83,3,0,0
81,84,11,3,0
81,85,1,0,0
81,86,3,0,0
81,87,5,2,0
81,88,10,3,0
81,89,8,2,0
81,90,4,2,0
81,91,0,0,0
81,92,1,0,0
81,93,0,1,0
81,94,3,0,1
81,95,0,1,2
81,96,1,1,0
81,97,0,2,0
81,98,2,0,0
81,99,1,0,0
81,100,0,0,0
81,101,0,0,0
81,102,0,0,0
81,103,0,0,0
81,104,0,0,0
81,105,0,0,0
81,106,0,0,0
81,107,0,1,0
82,1,34,19,2
82,2,14,4,0
82,3,22,6,0
82,4,25,18,1
82,5,11,7,4
82,6,10,6,0
82,7,10,6,0
82,8,7,7,1
82,9,5,7,2
82,10,9,6,2
82,11,13,4,1
82,12,1,0,0
82,13,0,1,0
82,14,1,0,0
82,15,1,1,0
82,16,6,8,0
82,17,7,3,0
82,18,1,4,0
82,19,7,4,0
82,20,14,10,3
82,21,6,2,1
82,22,10,1,1
82,23,0,0,0
82,24,8,6,2
82,25,14,11,0
82,26,0,0,0
82,27,0,1,0
82,28,0,0,0
82,29,2,0,0
82,30,6,2,1
82,31,3,1,0
82,32,12,8,0
82,33,7,5,1
82,34,14,4,0
82,35,12,5,0
82,36,14,6,0
82,37,6,5,0
82,38,4,4,1
82,39,6,3,0
82,40,13,8,0
82,41,20,10,2
82,42,8,9,0
82,43,7,6,0
82,44,20,12,0
82,45,14,0,1
82,46,11,10,1
82,47,20,10,1
82,48,19,8,0
82,49,30,16,1
82,50,7,4,0
82,51,7,6,2
82,52,1,1,0
82,53,3,0,2
82,54,0,0,0
82,55,0,0,0
82,56,6,3,0
82,57,4,2,0
82,58,11,12,0
82,59,0,0,0
82,60,18,9,0
82,61,25,12,0
82,62,13,11,1
82,63,10,6,0
82,64,5,3,0
82,65,2,3,0
82,66,2,0,2
82,67,2,2,0
82,68,0,0,1
82,69,0,0,0
82,70,0,0,0
82,71,1,1,0
82,72,0,0,0
82,73,2,0,0
82,74,2,1,0
82,75,1,0,0
82,76,0,0,0
82,77,1,2,0
82,78,4,0,0
82,79,1,1,1
82,80,0,0,0
82,81,1,1,0
82,82,1,2,0
82,83,1,0,0
82,84,0,1,0
82,85,2,2,0
82,86,3,1,0
82,87,2,2,1
82,88,0,1,0
82,89,4,0,0
82,90,0,0,0
82,91,2,0,0
82,92,1,2,0
82,93,2,0,1
82,94,0,0,0
82,95,2,0,0
82,96,0,0,0
82,97,1,1,0
82,98,0,0,0
82,99,0,0,0
82,100,0,0,0
82,101,0,0,0
82,102,3,2,0
82,103,1,1,0
82,104,3,1,0
82,105,0,3,0
82,106,0,0,0
82,107,3,3,0
82,108,0,0,0
82,109,1,1,0
82,110,0,0,0
82,111,0,0,0
82,112,0,0,0
82,113,0,0,0
82,114,0,0,0
82,115,0,0,0
82,116,0,0,0
82,117,0,0,0
82,118,0,0,0
82,119,13,4,0
83,1,1,2,0
83,2,1,1,0
83,3,1,0,0
83,4,0,0,0
83,5,0,1,0
83,6,0,0,0
83,7,0,0,0
83,8,0,0,0
83,9,0,1,0
83,10,2,1,1
83,11,0,1,0
83,12,0,0,0
83,13,3,2,0
83,14,1,0,0
83,15,0,1,0
83,16,0,0,0
83,17,0,0,0
83,18,0,0,0
83,19,0,0,0
83,20,0,0,1
83,21,1,0,0
83,22,1,0,0
83,23,0,1,1
83,24,2,0,0
83,25,1,1,0
83,26,0,0,0
83,27,3,0,0
83,28,0,0,0
83,29,2,0,0
83,30,0,0,0
83,31,0,0,0
83,32,1,1,0
83,33,0,0,0
83,34,0,1,0
83,35,0,1,0
83,36,2,0,0
83,37,0,1,0
83,38,0,1,0
83,39,1,0,0
83,40,0,0,0
83,41,0,0,0
83,42,0,0,1
83,43,0,1,0
83,44,0,0,0
83,45,2,1,0
83,46,1,1,0
83,47,1,1,0
83,48,1,0,0
83,49,1,1,0
83,50,1,0,0
83,51,0,1,0
83,52,0,0,0
83,53,1,1,0
83,54,0,3,1
83,55,0,0,0
83,56,2,0,0
83,57,2,3,0
83,58,0,0,2
83,59,0,1,0
83,60,0,0,0
83,61,1,1,0
83,62,0,0,0
83,63,0,2,1
83,64,0,1,0
83,65,0,0,0
83,66,1,0,0
83,67,0,0,0
83,68,0,0,0
83,69,2,3,0
83,70,6,0,0
83,71,2,0,0
83,72,0,0,0
83,73,0,1,0
83,74,2,1,0
83,75,0,0,0
83,76,2,0,0
83,77,0,1,0
83,78,0,0,0
83,79,1,0,0
83,80,0,0,0
83,81,0,0,0
83,82,0,0,0
83,83,1,0,0
83,84,0,0,0
83,85,0,0,0
83,86,0,0,0
83,87,0,0,0
83,88,1,1,0
83,89,0,1,0
84,1,1,0,0
84,2,0,1,0
84,3,1,0,0
84,4,1,0,0
84,5,1,2,0
84,6,0,1,0
84,7,1,1,0
84,8,4,1,0
84,9,0,0,0
84,10,1,1,0
84,11,1,0,0
84,12,1,2,0
84,13,2,1,0
84,14,2,1,0
84,15,1,0,0
84,16,1,2,0
84,17,0,0,0
84,18,1,2,0
84,19,2,0,0
84,20,1,0,0
84,21,0,0,1
84,22,0,0,0
84,23,0,1,0
84,24,0,0,0
84,25,0,1,0
84,26,1,0,0
84,27,0,1,0
84,28,1,1,0
84,29,0,1,0
84,30,0,0,0
84,31,0,0,0
84,32,0,0,0
84,33,0,0,0
84,34,2,1,0
84,35,0,0,0
84,36,0,0,0
84,37,0,0,0
84,38,0,2,0
84,39,0,0,0
84,40,1,0,0
84,41,1,0,1
84,42,0,1,0
84,43,3,2,0
84,44,0,0,0
84,45,1,0,0
84,46,2,1,0
84,47,0,1,0
84,48,2,2,1
84,49,2,0,0
84,50,0,1,0
84,51,0,0,0
84,52,1,1,0
84,53,0,0,0
84,54,2,3,1
84,55,3,3,2
84,56,0,0,0
84,57,3,0,2
84,58,0,0,0
84,59,0,0,0
84,60,0,0,0
84,61,0,0,0
84,62,1,5,0
84,63,0,1,0
84,64,1,0,0
84,65,0,1,0
84,66,0,0,0
84,67,0,1,0
84,68,1,1,0
84,69,2,0,0
84,70,0,0,0
84,71,0,0,0
84,72,1,1,1
84,73,0,0,0
84,74,1,2,0
84,75,0,0,0
84,76,0,0,0
84,77,1,2,0
84,78,0,0,0
84,79,0,0,0
84,80,0,1,0
84,81,0,0,0
84,82,0,0,0
84,83,0,0,0
84,84,0,0,0
84,85,0,0,0
85,1,5,0,0
85,2,2,1,0
85,3,3,0,0
85,4,3,1,0
85,5,2,0,0
85,6,0,0,0
85,7,0,0,0
85,8,0,1,0
85,9,0,0,0
85,10,0,0,0
85,11,0,0,0
85,12,1,0,0
85,13,1,0,1
85,14,0,0,0
85,15,0,0,0
85,16,0,0,0
85,17,0,0,0
85,18,1,0,0
85,19,2,0,0
85,20,1,0,0
85,21,2,2,0
85,22,1,0,0
85,23,0,0,0
85,24,0,0,0
85,25,0,0,0
85,26,0,1,0
85,27,0,1,0
85,28,0,0,0
85,29,1,0,0
85,30,0,1,1
85,31,0,1,0
85,32,0,0,0
85,33,2,2,0
85,34,1,1,0
85,35,0,0,0
85,36,0,2,1
85,37,1,1,0
85,38,0,0,0
85,39,1,0,2
85,40,1,0,0
85,41,0,1,0
85,42,0,0,0
85,43,2,0,0
85,44,0,1,0
85,45,0,0,0
85,46,0,0,0
85,47,2,0,0
85,48,0,0,0
85,49,1,0,1
85,50,0,0,0
85,51,2,0,0
85,52,0,1,0
85,53,2,2,0
85,54,0,2,0
85,55,0,0,0
85,56,1,0,0
85,57,1,0,0
85,58,2,0,0
85,59,1,0,0
85,60,1,0,0
85,61,1,0,0
85,62,1,3,0
85,63,1,0,0
85,64,0,0,0
85,65,3,1,0
85,66,0,0,0
85,67,3,0,0
85,68,3,0,2
85,69,0,1,0
85,70,0,1,0
85,71,0,0,0
85,72,0,0,0
85,73,0,0,0
85,74,0,0,0
85,75,0,0,0
85,76,0,0,0
85,77,0,0,0
85,78,0,0,0
85,79,0,0,0
85,80,0,1,0
85,81,1,0,0
85,82,0,2,0
85,83,0,0,0
85,84,2,0,0
85,85,0,0,0
86,1,0,0,0
86,2,0,0,0
86,3,0,3,0
86,4,3,1,0
86,5,0,0,0
86,6,0,2,1
86,7,1,1,0
86,8,0,0,0
86,9,0,0,0
86,10,1,0,0
86,11,2,1,0
86,12,1,0,0
86,13,0,0,0
86,14,1,3,0
86,15,0,0,0
86,16,0,0,0
86,17,3,1,0
86,18,0,0,1
86,19,3,1,0
86,20,0,0,0
86,21,0,0,0
86,22,1,2,0
86,23,0,0,0
86,24,0,2,0
86,25,0,0,0
86,26,0,0,1
86,27,0,1,0
86,28,0,0,0
86,29,1,0,0
86,30,1,0,0
86,31,0,0,0
86,32,1,1,0
86,33,3,1,0
86,34,0,1,1
86,35,0,1,0
86,36,0,0,0
86,37,0,1,0
86,38,2,0,0
86,39,0,0,0
86,40,1,0,0
86,41,0,1,0
86,42,0,0,0
86,43,0,0,0
86,44,1,0,0
86,45,3,5,0
86,46,0,0,0
86,47,0,0,0
86,48,0,0,0
86,49,2,1,2
86,50,0,0,0
86,51,1,0,0
86,52,0,0,0
86,53,2,2,0
86,54,2,0,0
86,55,0,0,0
86,56,0,1,0
86,57,0,0,0
86,58,1,0,0
86,59,0,0,0
86,60,0,0,0
86,61,1,0,0
86,62,1,0,2
86,63,0,0,0
86,64,1,5,0
86,65,1,0,0
86,66,1,0,1
86,67,0,0,0
86,68,0,0,0
86,69,1,0,0
86,70,1,0,0
86,71,0,0,0
86,72,0,0,0
87,1,0,0,0
87,2,0,0,1
87,3,0,0,0
87,4,1,0,0
87,5,0,0,0
87,6,0,0,0
87,7,0,0,1
87,8,1,1,0
87,9,3,0,0
87,10,0,0,1
87,11,0,0,0
87,12,1,0,0
87,13,0,0,0
87,14,0,0,0
87,15,0,0,0
87,16,0,1,0
87,17,0,0,0
87,18,2,1,0
87,19,1,0,0
87,20,3,3,0
87,21,0,0,0
87,22,0,0,0
87,23,2,0,0
87,24,0,0,0
87,25,1,1,0
87,26,1,3,0
87,27,0,1,0
87,28,0,0,0
87,29,0,5,1
87,30,1,0,0
87,31,1,0,0
87,32,1,0,0
87,33,0,4,0
87,34,0,1,0
87,35,3,0,0
87,36,1,1,0
87,37,2,2,1
87,38,0,0,0
87,39,0,2,0
87,40,1,3,0
87,41,0,0,0
87,42,2,0,0
87,43,0,0,0
87,44,0,0,0
87,45,1,2,1
87,46,0,2,0
87,47,1,0,0
87,48,0,0,0
87,49,5,0,0
87,50,0,1,1
87,51,1,0,0
87,52,1,0,0
87,53,0,0,0
87,54,3,5,1
87,55,4,1,1
87,56,2,1,0
87,57,1,0,0
87,58,4,2,0
87,59,1,1,0
87,60,2,2,0
87,61,0,2,0
87,62,2,0,0
87,63,0,2,1
87,64,0,0,0
87,65,0,1,0
87,66,0,0,0
87,67,2,1,0
87,68,2,0,0
87,69,1,1,0
87,70,0,0,0
87,71,0,0,0
87,72,0,2,0
87,73,0,0,0
87,74,0,0,0
87,75,1,2,0
87,76,0,2,0
87,77,4,1,0
87,78,1,1,0
87,79,0,0,0
87,80,0,0,0
87,81,2,3,0
87,82,0,2,0
87,83,0,0,0
87,84,2,1,0
87,85,1,0,0
87,86,0,0,1
87,87,2,1,0
87,88,0,0,0
87,89,1,0,0
87,90,0,0,0
87,91,0,0,0
87,92,0,0,0
87,93,0,0,0
87,94,0,0,0
87,95,0,0,0
87,96,0,2,0
87,97,0,1,0
87,98,0,0,0
87,99,0,1,2
87,100,1,0,1
87,101,0,0,0
87,102,0,1,0
